[ .... ] series.conf file visible. Apply
[ .... ] apply a series of  [ [593] patches ]
[ o.k. ] * applying bootsplash-5.16.y-0005-Revert-fbcon-remove-no-op-fbcon_set_origin.patch
[ o.k. ] * applying bootsplash-5.16.y-0006-Revert-fbcon-remove-now-unusued-softback_lines-curso.patch
[ o.k. ] * applying bootsplash-5.16.y-0007-Revert-fbcon-remove-soft-scrollback-code.patch
[ o.k. ] * applying 0001-bootsplash.patch
[ o.k. ] * applying 0002-bootsplash.patch
[ o.k. ] * applying 0003-bootsplash.patch
[ o.k. ] * applying 0004-bootsplash.patch
[ o.k. ] * applying 0005-bootsplash.patch
[ o.k. ] * applying 0006-bootsplash.patch
[ o.k. ] * applying 0007-bootsplash.patch
[ o.k. ] * applying 0008-bootsplash.patch
[ o.k. ] * applying 0009-bootsplash.patch
[ o.k. ] * applying 0010-bootsplash.patch
[ o.k. ] * applying 0011-bootsplash.patch
[ o.k. ] * applying 0012-bootsplash.patch
[ o.k. ] Adding [ Missing headers ]
[ o.k. ] * applying wireless-bring-back-headers.patch
[ o.k. ] Adding [ Wireless package injections for mac80211 compatible chipsets ]
[ o.k. ] * applying kali-wifi-injection-1-v5.9-post.patch
[ o.k. ] * applying kali-wifi-injection-2.patch
[ o.k. ] * applying kali-wifi-injection-3.patch
[ o.k. ] Adding [ AUFS 5.19 ]
[ o.k. ] Checking git sources [ aufs5 aufs5.19 ]
[ .... ] Up to date
[ o.k. ] * applying aufs5-kbuild.patch
[ o.k. ] * applying aufs5-base.patch
[ o.k. ] * applying aufs5-mmap.patch
[ o.k. ] * applying aufs5-standalone.patch
[ o.k. ] Adding [ Wireless drivers for Realtek 8189ES chipsets branch:master ]
[ o.k. ] Checking git sources [ rtl8189es master ]
[ .... ]  Cleaning ....  [ 1 files ]
[ warn ] * applying wireless-rtl8189es-5.19.2.patch [ failed ]
[ o.k. ] Adding [ Wireless drivers for Realtek 8189FS chipsets branch:rtl8189fs ]
[ o.k. ] Checking git sources [ rtl8189fs rtl8189fs ]
[ .... ]  Cleaning ....  [ 1 files ]
[ warn ] * applying wireless-rtl8189fs-5.19.2.patch [ failed ]
[ o.k. ] Adding [ Wireless drivers for Realtek 8192EU chipsets branch:realtek-4.4.x ]
[ o.k. ] Checking git sources [ rtl8192eu realtek-4.4.x ]
[ .... ] Up to date
[ o.k. ] Adding [ Wireless drivers for Realtek 8811, 8812, 8814 and 8821 chipsets commit:41532e3b16dcf27f06e6fe5a26314f3aa24d4f87 ]
[ o.k. ] Checking git sources [ rtl8812au 41532e3b16dcf27f06e6fe5a26314f3aa24d4f87 ]
[ .... ] Up to date
[ o.k. ] * applying wireless-rtl8812au-5.19.2.patch
[ o.k. ] Adding [ Wireless drivers for Realtek RTL8811CU and RTL8821C chipsets commit:8c2226a74ae718439d56248bd2e44ccf717086d5 ]
[ o.k. ] Checking git sources [ rtl8811cu 8c2226a74ae718439d56248bd2e44ccf717086d5 ]
[ .... ]  Cleaning ....  [ 1 files ]
[ o.k. ] * applying wireless-rtl8821cu.patch
[ o.k. ] * applying wireless-rtl8811cu-5.19.2.patch
[ o.k. ] Adding [ Wireless drivers for Realtek 88x2bu chipsets branch:fix-v6.3 ]
[ o.k. ] Checking git sources [ rtl88x2bu fix-v6.3 ]
[ .... ]  Cleaning ....  [ 1 files ]
[ o.k. ] Adding [ Wireless drivers for Realtek 88x2cs chipsets branch:tune_for_jethub ]
[ o.k. ] Checking git sources [ rtl88x2cs tune_for_jethub ]
[ .... ]  Cleaning ....  [ 1 files ]
[ o.k. ] Adding [ Wireless drivers for Realtek 8723DS chipsets branch:master ]
[ o.k. ] Checking git sources [ rtl8723ds master ]
[ .... ]  Cleaning ....  [ 1 files ]
[ warn ] * applying wireless-rtl8723ds-5.19.2.patch [ failed ]
[ o.k. ] Adding [ Wireless drivers for Realtek 8723DU chipsets branch:master ]
[ o.k. ] Checking git sources [ rtl8723du master ]
[ .... ] Up to date
[ o.k. ] * applying wireless-rtl8723du-5.19.2.patch
[ o.k. ] Started patching process for [ kernel sunxi64-edge ]
[ o.k. ] Looking for user patches in [ userpatches/kernel/archive/sunxi-5.19 ]
[ o.k. ] * [l][c] disable-debug-rtl8189fs.patch
[ o.k. ] * [l][c] sunxi-gpio-sysfs-build.patch
[ o.k. ] * [l][c] xkernel-mangopimcore.patch
[ o.k. ] Compiling edge kernel [ 5.19.4 ]
